date,campaign,source,spending,clicks
2023-02-14,campaign_4,b,2.829823226581375,2
2023-02-14,campaign_5,b,9.898268876360197,10
2023-02-14,campaign_6,b,9.45524784125373,1
2023-02-14,campaign_7,b,7.793689806432767,7
2023-02-14,campaign_8,b,3.4415600488968914,6
2023-02-14,campaign_9,b,1.0576636699052426,1
2023-01-29,campaign_1,a,3.8432481142528734,5
2023-01-29,campaign_2,a,0.7280978858192243,6
2023-01-29,campaign_3,a,6.623589491750341,3
2023-01-29,campaign_10,b,1.1060791876050962,1
2023-01-29,campaign_4,b,1.48820175089569,10
2023-01-29,campaign_5,b,5.985469348201077,10
2023-01-29,campaign_6,b,1.673522540430033,5
2023-01-29,campaign_7,b,9.25849950477686,2
2023-01-29,campaign_8,b,9.732536166979527,7
2023-01-29,campaign_9,b,3.649810898868326,4
2023-02-09,campaign_1,a,1.9925201238749866,3
2023-02-09,campaign_2,a,2.1358568010447887,4
2023-02-09,campaign_3,a,4.513955979281978,4
2023-02-09,campaign_10,b,1.7595415498840614,10
2023-02-09,campaign_4,b,4.622456357263499,8
2023-02-09,campaign_5,b,0.9590690814284809,5
2023-02-09,campaign_6,b,1.5363342715515733,7
2023-02-09,campaign_7,b,6.874024837622744,8
2023-02-09,campaign_8,b,1.6405179496505082,6
2023-02-09,campaign_9,b,2.5270214056748057,2
2023-02-04,campaign_1,a,6.00488248482283,5
2023-02-04,campaign_2,a,7.168400583403925,10
2023-02-04,campaign_3,a,8.801037102643546,2
2023-02-04,campaign_10,b,1.0677468275480861,3
2023-02-04,campaign_4,b,5.404966330298188,9
2023-02-04,campaign_5,b,2.9082618365421773,4
2023-02-04,campaign_6,b,9.627820574983385,4
2023-02-04,campaign_7,b,0.9285519410771784,1
2023-02-04,campaign_8,b,0.22227940721337436,7
2023-02-04,campaign_9,b,0.7218343806236035,9
2023-01-11,campaign_1,a,3.1463725428669034,10
2023-01-11,campaign_2,a,9.85165092593783,8
2023-01-11,campaign_3,a,0.6690278800940656,9
2023-01-11,campaign_10,b,4.065526960743659,4
2023-01-11,campaign_4,b,1.6327714401747406,3
2023-01-11,campaign_5,b,9.292420083027368,8
2023-01-11,campaign_6,b,6.747497287425344,4
2023-01-11,campaign_7,b,8.049741486213453,1
2023-01-11,campaign_8,b,3.698880821435198,5
2023-01-11,campaign_9,b,8.05619874177066,3
2023-02-24,campaign_1,a,2.790806746325954,8
2023-02-24,campaign_2,a,9.943812093771255,6
2023-02-24,campaign_3,a,4.054173545014606,2
2023-02-24,campaign_10,b,0.7067505855851726,5
2023-02-24,campaign_4,b,4.231795106032413,5
2023-02-24,campaign_5,b,7.547494526524366,8
2023-02-24,campaign_6,b,0.6304540781628016,3
2023-02-24,campaign_7,b,8.136229478851055,5
2023-02-24,campaign_8,b,9.514005246295024,3
2023-02-24,campaign_9,b,3.0451356874138344,1
2023-02-02,campaign_1,a,4.762354632416602,6
2023-02-02,campaign_2,a,1.9903380543677351,9
2023-02-02,campaign_3,a,2.561410881252382,5
2023-02-02,campaign_10,b,6.198669300883489,4
2023-02-02,campaign_4,b,5.015239900424488,2
2023-02-02,campaign_5,b,5.776873608530545,4
2023-02-02,campaign_6,b,5.06426927458816,7
2023-02-02,campaign_7,b,5.697760808094046,3
2023-02-02,campaign_8,b,0.9604304178347324,8
2023-02-02,campaign_9,b,4.167342074556634,5
2023-02-11,campaign_1,a,8.378858228037656,5
2023-02-11,campaign_2,a,3.6660240212900876,5
2023-02-11,campaign_3,a,8.752640487298041,10
2023-02-11,campaign_10,b,0.8274332625135062,2
2023-02-11,campaign_4,b,0.44235367754625365,2
2023-02-11,campaign_5,b,5.176326396020507,2
2023-02-11,campaign_6,b,5.383114250087641,7
2023-02-11,campaign_7,b,0.2089599009787741,9
2023-02-11,campaign_8,b,8.823672120961449,5
2023-02-11,campaign_9,b,1.069799364178791,4
2023-01-19,campaign_1,a,5.202185077565257,10
2023-01-19,campaign_2,a,3.138965652163858,6
2023-01-19,campaign_3,a,2.0948702626022837,7
2023-01-19,campaign_10,b,9.303261257781326,3
2023-01-19,campaign_4,b,1.1778303567469595,8
2023-01-19,campaign_5,b,5.578401692953953,8
2023-01-19,campaign_6,b,4.909264319122078,6
2023-01-19,campaign_7,b,3.0636949648493785,1
2023-01-19,campaign_8,b,5.993157192777636,5
2023-01-19,campaign_9,b,1.4855889684937267,1
2023-01-23,campaign_1,a,7.396986024503013,1
2023-01-23,campaign_2,a,2.2246031850703156,8
2023-01-23,campaign_3,a,1.5266962563933475,6
2023-01-23,campaign_10,b,9.933353682034868,1
2023-01-23,campaign_4,b,7.172463157211585,5
2023-01-23,campaign_5,b,4.215492473549592,7
2023-01-23,campaign_6,b,9.556866790759893,1
2023-01-23,campaign_7,b,3.5464868402189897,2
2023-01-23,campaign_8,b,5.115032184273431,5
2023-01-23,campaign_9,b,2.5993922638811684,1
2023-01-07,campaign_1,a,5.5800955917796875,2
2023-01-07,campaign_2,a,3.459157520555548,4
2023-01-07,campaign_3,a,5.401511981407196,5
2023-01-07,campaign_10,b,1.1229950313245374,3
2023-01-07,campaign_4,b,6.434818856542962,5
2023-01-07,campaign_5,b,0.8250994868435967,2
2023-01-07,campaign_6,b,4.572181794596355,4
2023-01-07,campaign_7,b,4.839933232490889,9
2023-01-07,campaign_8,b,8.96956733649432,4
2023-01-07,campaign_9,b,8.541458294619801,3
2023-01-03,campaign_1,a,8.19091094714257,8
2023-01-03,campaign_2,a,0.7162313336477971,5
2023-01-03,campaign_3,a,7.880417490401319,2
2023-01-03,campaign_10,b,0.8376019191277098,9
2023-01-03,campaign_4,b,1.8902903417997026,3
2023-01-03,campaign_5,b,1.8131819719357427,1
2023-01-03,campaign_6,b,0.1174421650704103,2
2023-01-03,campaign_7,b,9.352195375345893,4
2023-01-03,campaign_8,b,1.416184942986693,2
2023-01-03,campaign_9,b,9.667385258368334,6
2023-01-08,campaign_1,a,5.925980539867536,6
2023-01-08,campaign_2,a,1.2575138669578996,3
2023-01-08,campaign_3,a,1.7968625925813348,10
2023-01-08,campaign_10,b,5.96599254082506,1
2023-01-08,campaign_4,b,1.5914518116410716,2
2023-01-08,campaign_5,b,9.734623288535376,3
2023-01-08,campaign_6,b,5.084885708328366,1
2023-01-08,campaign_7,b,4.068745192169385,6
2023-01-08,campaign_8,b,1.042969400483998,9
2023-01-08,campaign_9,b,1.3806198761769566,5
2023-02-09,campaign_1,a,7.19957240741209,10
2023-02-09,campaign_2,a,3.6264745313526094,7
2023-02-09,campaign_3,a,8.64677450967257,4
2023-02-09,campaign_10,b,0.13836977702150252,8
2023-02-09,campaign_4,b,6.449124848825428,7
2023-02-09,campaign_5,b,0.42358040292592203,1
2023-02-09,campaign_6,b,3.141408438256662,8
2023-02-09,campaign_7,b,0.6166510688755525,3
2023-02-09,campaign_8,b,7.163931202397322,9
2023-02-09,campaign_9,b,1.8362900245542935,5
2023-02-18,campaign_1,a,6.312747314139769,8
2023-02-18,campaign_2,a,1.9157169605130384,6
2023-02-18,campaign_3,a,4.855314389343072,2
2023-02-18,campaign_10,b,8.49819160748783,6
2023-02-18,campaign_4,b,9.479837388001718,10
2023-02-18,campaign_5,b,9.81299047923874,10
2023-02-18,campaign_6,b,2.8833600629284506,7
2023-02-18,campaign_7,b,4.62427942792221,6
2023-02-18,campaign_8,b,2.4896839483421456,5
2023-02-18,campaign_9,b,9.270149766341106,1
2023-02-24,campaign_1,a,0.2559769944945318,5
2023-02-24,campaign_2,a,4.342081313334166,4
2023-02-24,campaign_3,a,8.961350405345277,1
2023-02-24,campaign_10,b,8.397771712889483,3
2023-02-24,campaign_4,b,1.1376580392316074,5
2023-02-24,campaign_5,b,8.86032230546494,6
2023-02-24,campaign_6,b,5.40801308378173,8
2023-02-24,campaign_7,b,4.964736540783287,3
2023-02-24,campaign_8,b,9.589587900471084,10
2023-02-24,campaign_9,b,8.32807477724228,4
2023-01-16,campaign_1,a,5.820283271174309,8
2023-01-16,campaign_2,a,2.3385928184830873,5
2023-01-16,campaign_3,a,1.9387959774848946,3
2023-01-16,campaign_10,b,1.6245267908210015,8
2023-01-16,campaign_4,b,2.930682313479292,2
2023-01-16,campaign_5,b,1.438247219546326,5
2023-01-16,campaign_6,b,0.1764729833812455,5
2023-01-16,campaign_7,b,7.634741291252933,5
2023-01-16,campaign_8,b,7.556936080898847,7
2023-01-16,campaign_9,b,7.57765865607368,7
2023-01-06,campaign_1,a,0.6993754557811498,6
2023-01-06,campaign_2,a,1.2347667330874048,8
2023-01-06,campaign_3,a,7.133357464799405,8
2023-01-06,campaign_10,b,1.8432276435600317,4
2023-01-06,campaign_4,b,6.989318688737573,9
2023-01-06,campaign_5,b,4.674808758065132,4
2023-01-06,campaign_6,b,8.04546716124333,10
2023-01-06,campaign_7,b,3.8590032620221506,2
2023-01-06,campaign_8,b,2.938569237674773,8
2023-01-06,campaign_9,b,7.521471406000747,6
2023-01-18,campaign_1,a,0.6459893893995432,2
2023-01-18,campaign_2,a,1.2052912160952125,7
2023-01-18,campaign_3,a,8.514186571901455,9
2023-01-18,campaign_10,b,8.463967873027519,9
2023-01-18,campaign_4,b,2.8472704309217427,10
2023-01-18,campaign_5,b,6.316496921856106,1
2023-01-18,campaign_6,b,5.301887784019496,5
2023-01-18,campaign_7,b,7.713825191520237,6
2023-01-18,campaign_8,b,8.35107868350616,6
2023-01-18,campaign_9,b,4.701334419483645,5
2023-02-12,campaign_1,a,9.579815458398597,3
2023-02-12,campaign_2,a,9.858246113843851,7
2023-02-12,campaign_3,a,5.588565232294033,7
2023-02-12,campaign_10,b,5.1038378444899015,2
2023-02-12,campaign_4,b,1.0859004557359255,7
2023-02-12,campaign_5,b,9.864399788288432,7
2023-02-12,campaign_6,b,2.797990434375607,3
2023-02-12,campaign_7,b,6.269401153206613,8
2023-02-12,campaign_8,b,8.766220759783518,1
2023-02-12,campaign_9,b,2.4788835409468706,6
2023-01-21,campaign_1,a,2.92698832871919,10
2023-01-21,campaign_2,a,6.628051982353786,6
2023-01-21,campaign_3,a,6.087807862216939,10
2023-01-21,campaign_10,b,9.591826798452855,9
2023-01-21,campaign_4,b,6.378354504059857,3
2023-01-21,campaign_5,b,7.846156820263875,1
2023-01-21,campaign_6,b,3.4200592257461038,2
2023-01-21,campaign_7,b,5.787583291308881,5
2023-01-21,campaign_8,b,9.665923984484149,7
2023-01-21,campaign_9,b,6.839537335532668,2
2023-02-24,campaign_1,a,1.1556283355367483,5
2023-02-24,campaign_2,a,3.7176984682133147,9
2023-02-24,campaign_3,a,3.196810146156943,8
2023-02-24,campaign_10,b,3.1791837796802973,3
2023-02-24,campaign_4,b,2.565708801871518,5
2023-02-24,campaign_5,b,0.4388905789649129,5
2023-02-24,campaign_6,b,8.273418576014437,4
2023-02-24,campaign_7,b,5.933550819365047,10
2023-02-24,campaign_8,b,8.58504373643651,10
2023-02-24,campaign_9,b,0.3273550645869937,2
2023-02-18,campaign_1,a,2.4415059367252936,6
2023-02-18,campaign_2,a,7.100978768272553,4
2023-02-18,campaign_3,a,0.8410170054543789,6
2023-02-18,campaign_10,b,9.33627569318234,8
2023-02-18,campaign_4,b,2.820993374057554,7
2023-02-18,campaign_5,b,7.218885891161711,6
2023-02-18,campaign_6,b,9.097708632087446,4
2023-02-18,campaign_7,b,0.3425543964626808,3
2023-02-18,campaign_8,b,5.220713964386465,1
2023-02-18,campaign_9,b,9.721734127445163,8
2023-01-23,campaign_1,a,7.749749968238176,6
2023-01-23,campaign_2,a,8.027995355298858,8
2023-01-23,campaign_3,a,1.4698296444098664,7
2023-01-23,campaign_10,b,2.513940269515912,8
2023-01-23,campaign_4,b,4.993147157175671,8
2023-01-23,campaign_5,b,5.405971046182105,9
2023-01-23,campaign_6,b,9.092500445064323,2
2023-01-23,campaign_7,b,5.659258429290997,10
2023-01-23,campaign_8,b,6.3175948424497035,5
2023-01-23,campaign_9,b,5.153727295823895,2
2023-02-07,campaign_1,a,7.338194184413097,6
2023-02-07,campaign_2,a,2.5868498142408174,5
2023-02-07,campaign_3,a,9.479878102092606,7
2023-02-07,campaign_10,b,8.891460771439831,3
2023-02-07,campaign_4,b,8.942448816716873,4
2023-02-07,campaign_5,b,6.060619711430725,3
2023-02-07,campaign_6,b,3.3958149623412335,2
2023-02-07,campaign_7,b,2.7358989546186017,8
2023-02-07,campaign_8,b,5.694969867753585,6
2023-02-07,campaign_9,b,6.429702229097466,4
2023-01-14,campaign_1,a,3.25260799150404,5
2023-01-14,campaign_2,a,8.104422487056372,6
2023-01-14,campaign_3,a,3.8915578234138395,7
2023-01-14,campaign_10,b,9.011847941071025,10
2023-01-14,campaign_4,b,5.159475656609334,8
2023-01-14,campaign_5,b,0.1681869607952862,3
2023-01-14,campaign_6,b,5.776193299730881,6
2023-01-14,campaign_7,b,9.716365569373334,3
2023-01-14,campaign_8,b,2.1083657847599357,4
2023-01-14,campaign_9,b,0.9869464410317512,10
2023-02-19,campaign_1,a,3.0325737860185096,2
2023-02-19,campaign_2,a,7.908864766303899,4
2023-02-19,campaign_3,a,5.997832276063971,7
2023-02-19,campaign_10,b,1.1929376504479068,4
2023-02-19,campaign_4,b,3.060834463677327,9
2023-02-19,campaign_5,b,4.740702926913383,7
2023-02-19,campaign_6,b,9.34609163284711,10
2023-02-19,campaign_7,b,7.9122402480114715,9
2023-02-19,campaign_8,b,8.092053458940919,6
2023-02-19,campaign_9,b,2.51333133561952,10
2023-02-20,campaign_1,a,4.511778048337076,1
2023-02-20,campaign_2,a,0.20879119302354682,5
2023-02-20,campaign_3,a,3.103730712586883,9
2023-02-20,campaign_10,b,5.994440904658583,6
2023-02-20,campaign_4,b,8.363302092261097,8
2023-02-20,campaign_5,b,8.139710941281889,7
2023-02-20,campaign_6,b,7.829879838521419,2
2023-02-20,campaign_7,b,5.749641942261127,1
2023-02-20,campaign_8,b,9.502517181239204,3
2023-02-20,campaign_9,b,4.850800642377752,5
2023-02-03,campaign_1,a,8.34465212773868,7
2023-02-03,campaign_2,a,2.7931591752198317,5
2023-02-03,campaign_3,a,5.409315072147154,4
2023-02-03,campaign_10,b,3.579103453592521,3
2023-02-03,campaign_4,b,8.437083583147686,5
2023-02-03,campaign_5,b,8.863077314774639,7
2023-02-03,campaign_6,b,3.30644290460207,3
2023-02-03,campaign_7,b,2.5248032126867685,3
2023-02-03,campaign_8,b,7.552711800168039,10
2023-02-03,campaign_9,b,4.362468351332827,1
2023-02-23,campaign_1,a,7.7982529521185775,9
2023-02-23,campaign_2,a,3.6014433816858356,9
2023-02-23,campaign_3,a,7.133826239847841,3
2023-02-23,campaign_10,b,5.374225350071764,1
2023-02-23,campaign_4,b,1.4159900404881394,9
2023-02-23,campaign_5,b,3.9164397546064875,6
2023-02-23,campaign_6,b,8.690892384904638,1
2023-02-23,campaign_7,b,1.4623003749836156,4
2023-02-23,campaign_8,b,2.443695124954471,3
2023-02-23,campaign_9,b,5.95280667029938,4
2023-01-21,campaign_1,a,1.3134782942827505,5
2023-01-21,campaign_2,a,6.823096858776635,2
2023-01-21,campaign_3,a,5.981182601774858,10
2023-01-21,campaign_10,b,5.745055430504395,7
2023-01-21,campaign_4,b,3.017710101883217,4
2023-01-21,campaign_5,b,0.5910277030613847,5
2023-01-21,campaign_6,b,2.5376145490688,4
2023-01-21,campaign_7,b,3.2039699353755977,3
2023-01-21,campaign_8,b,9.9850258038288,3
2023-01-21,campaign_9,b,7.775626102001167,1
2023-01-11,campaign_1,a,4.218123800556857,9
2023-01-11,campaign_2,a,6.186726404496241,7
2023-01-11,campaign_3,a,0.6373941825400318,1
2023-01-11,campaign_10,b,6.602366100725744,10
2023-01-11,campaign_4,b,1.9205317995017335,5
2023-01-11,campaign_5,b,0.39473795249234755,5
2023-01-11,campaign_6,b,4.929301696435275,7
2023-01-11,campaign_7,b,3.760740959947591,6
2023-01-11,campaign_8,b,0.3778631245884576,6
2023-01-11,campaign_9,b,1.0701785097911498,8
2023-02-02,campaign_1,a,9.670943382497496,2
2023-02-02,campaign_2,a,7.369214032846441,9
2023-02-02,campaign_3,a,1.499429036591431,2
2023-02-02,campaign_10,b,2.648413927177579,9
2023-02-02,campaign_4,b,0.9278060262705263,1
2023-02-02,campaign_5,b,3.89619550048052,10
2023-02-02,campaign_6,b,0.7053801188580995,4
2023-02-02,campaign_7,b,9.486969242401573,2
2023-02-02,campaign_8,b,7.004299842747877,3
2023-02-02,campaign_9,b,5.822429533250298,7
2023-02-25,campaign_1,a,2.798340133089671,5
2023-02-25,campaign_2,a,8.396061054944669,8
2023-02-25,campaign_3,a,9.596848874343388,8
2023-02-25,campaign_10,b,4.2539971444337334,10
2023-02-25,campaign_4,b,7.339232043563875,6
2023-02-25,campaign_5,b,5.256578664717376,9
2023-02-25,campaign_6,b,4.147936189984069,3
2023-02-25,campaign_7,b,1.4762228114441975,1
2023-02-25,campaign_8,b,7.067165038504634,4
2023-02-25,campaign_9,b,7.4169131401015935,4
2023-02-26,campaign_1,a,3.2973972142484205,8
2023-02-26,campaign_2,a,9.879979904037778,10
2023-02-26,campaign_3,a,3.7126626089683006,7
2023-02-26,campaign_10,b,8.690449052707482,4
2023-02-26,campaign_4,b,8.810177514943966,3
2023-02-26,campaign_5,b,9.794519085602817,4
2023-02-26,campaign_6,b,7.971149534908429,7
2023-02-26,campaign_7,b,1.8805381785865716,3
2023-02-26,campaign_8,b,9.650883420743948,4
2023-02-26,campaign_9,b,3.6399036996631158,9
2023-01-26,campaign_1,a,5.49233681307979,1
2023-01-26,campaign_2,a,8.752691073537852,1
2023-01-26,campaign_3,a,2.225943207844123,4
2023-01-26,campaign_10,b,4.913265746257937,10
2023-01-26,campaign_4,b,3.766460657911385,7
2023-01-26,campaign_5,b,1.0444543256419019,6
2023-01-26,campaign_6,b,3.8944875626992914,4
2023-01-26,campaign_7,b,6.72672060290719,3
2023-01-26,campaign_8,b,3.888029162965829,1
2023-01-26,campaign_9,b,6.879716360539963,4
2023-01-22,campaign_1,a,2.868000611375708,8
2023-01-22,campaign_2,a,3.119535419915469,10
2023-01-22,campaign_3,a,0.2982297072063438,4
2023-01-22,campaign_10,b,9.634134868511573,3
2023-01-22,campaign_4,b,7.416181699202044,1
2023-01-22,campaign_5,b,2.407916267140454,10
2023-01-22,campaign_6,b,8.925505140049989,4
2023-01-22,campaign_7,b,4.937358295482855,7
2023-01-22,campaign_8,b,4.700886312882888,1
2023-01-22,campaign_9,b,8.691832541456057,2
2023-02-09,campaign_1,a,7.650382459021434,8
2023-02-09,campaign_2,a,0.29868527838443837,1
2023-02-09,campaign_3,a,5.4344190457162025,8
2023-02-09,campaign_10,b,7.843959060264276,1
2023-02-09,campaign_4,b,5.3432970283936525,3
2023-02-09,campaign_5,b,5.732136040618904,1
2023-02-09,campaign_6,b,8.519358365073417,6
2023-02-09,campaign_7,b,5.967353757611772,4
2023-02-09,campaign_8,b,4.301377192682797,9
2023-02-09,campaign_9,b,0.18936931280297226,5
2023-02-02,campaign_1,a,5.040285673160039,2
2023-02-02,campaign_2,a,6.317489913003595,5
2023-02-02,campaign_3,a,6.766745920044331,9
2023-02-02,campaign_10,b,5.11198881973039,9
2023-02-02,campaign_4,b,5.851370137081103,1
2023-02-02,campaign_5,b,4.653083358825474,4
2023-02-02,campaign_6,b,5.285925806367407,2
2023-02-02,campaign_7,b,5.6855853757403185,8
2023-02-02,campaign_8,b,8.327262181824223,3
2023-02-02,campaign_9,b,8.271784173096915,5
2023-02-27,campaign_1,a,4.929993226528816,9
2023-02-27,campaign_2,a,8.027165377781612,9
2023-02-27,campaign_3,a,2.363402776199417,7
2023-02-27,campaign_10,b,0.5285631840852084,2
2023-02-27,campaign_4,b,7.305534928422856,8
2023-02-27,campaign_5,b,2.732592855014293,8
2023-02-27,campaign_6,b,1.7035468637935922,1
2023-02-27,campaign_7,b,4.153731471129555,4
2023-02-27,campaign_8,b,2.2824489910071155,1
2023-02-27,campaign_9,b,5.118064384161077,1
2023-01-20,campaign_1,a,4.364263479481794,9
2023-01-20,campaign_2,a,0.7602419935932362,8
2023-01-20,campaign_3,a,8.107511259815007,6
2023-01-20,campaign_10,b,9.937572702509213,8
2023-01-20,campaign_4,b,6.813915254178312,2
2023-01-20,campaign_5,b,1.100764647710676,5
2023-01-20,campaign_6,b,8.466564440423596,1
2023-01-20,campaign_7,b,7.3482280183932,8
2023-01-20,campaign_8,b,7.801226013275684,1
2023-01-20,campaign_9,b,8.896749831634281,6
2023-01-26,campaign_1,a,0.7250164298677304,3
2023-01-26,campaign_2,a,5.685765302825813,5
2023-01-26,campaign_3,a,2.103084561387911,3
2023-01-26,campaign_10,b,3.7001915384272315,10
2023-01-26,campaign_4,b,5.15041235958816,4
2023-01-26,campaign_5,b,6.243951715736498,8
2023-01-26,campaign_6,b,1.6049123381105066,9
2023-01-26,campaign_7,b,7.7661943873761485,3
2023-01-26,campaign_8,b,5.111728855413097,10
2023-01-26,campaign_9,b,2.0623662411822115,3
2023-02-19,campaign_1,a,1.560590686674843,3
2023-02-19,campaign_2,a,6.133049340865342,9
2023-02-19,campaign_3,a,4.601876612443402,2
2023-02-19,campaign_10,b,6.81791882100096,2
2023-02-19,campaign_4,b,8.656698896310045,3
2023-02-19,campaign_5,b,6.415163193017738,9
2023-02-19,campaign_6,b,7.032568342349801,5
2023-02-19,campaign_7,b,2.5828753997758915,3
2023-02-19,campaign_8,b,6.81846080610442,2
2023-02-19,campaign_9,b,0.14575494407886347,6
2023-01-15,campaign_1,a,7.179183971172308,8
2023-01-15,campaign_2,a,1.5855598715273098,7
2023-01-15,campaign_3,a,4.487236936767303,10
2023-01-15,campaign_10,b,9.889602085672543,2
2023-01-15,campaign_4,b,5.559719663366322,3
2023-01-15,campaign_5,b,1.2700580375420256,2
2023-01-15,campaign_6,b,8.016520726981005,9
2023-01-15,campaign_7,b,4.902320043541765,7
2023-01-15,campaign_8,b,8.070471228128593,4
2023-01-15,campaign_9,b,2.7467788101962487,8
2023-01-14,campaign_1,a,2.3939849123411068,7
2023-01-14,campaign_2,a,7.332945950727187,1
2023-01-14,campaign_3,a,9.213162660190537,1
2023-01-14,campaign_10,b,0.6560610279961457,3
2023-01-14,campaign_4,b,0.3728155060161735,3
2023-01-14,campaign_5,b,4.008666373038654,7
2023-01-14,campaign_6,b,6.2759574391454365,3
2023-01-14,campaign_7,b,9.782042734272284,8
2023-01-14,campaign_8,b,5.2844498261156385,9
2023-01-14,campaign_9,b,4.430560313847024,10
2023-01-21,campaign_1,a,6.385503947244939,10
2023-01-21,campaign_2,a,6.14498175921915,5
2023-01-21,campaign_3,a,3.0670039878098656,6
2023-01-21,campaign_10,b,5.203464413990306,2
2023-01-21,campaign_4,b,8.383105522468624,10
2023-01-21,campaign_5,b,3.018314685832787,4
2023-01-21,campaign_6,b,8.704915065254314,6
2023-01-21,campaign_7,b,0.873182385935745,4
2023-01-21,campaign_8,b,5.373099939950021,8
2023-01-21,campaign_9,b,7.897531537722325,7
2023-02-22,campaign_1,a,1.4933813602525856,4
2023-02-22,campaign_2,a,9.933955026827428,7
2023-02-22,campaign_3,a,9.086479358255927,2
2023-02-22,campaign_10,b,1.0919851815265258,6
2023-02-22,campaign_4,b,7.360288902769587,8
2023-02-22,campaign_5,b,4.491571757788559,9
2023-02-22,campaign_6,b,2.481560625143788,4
2023-02-22,campaign_7,b,3.975913245528013,5
2023-02-22,campaign_8,b,8.414711174325749,7
2023-02-22,campaign_9,b,9.234903205996568,1
2023-02-13,campaign_1,a,8.83326808646233,3
2023-02-13,campaign_2,a,3.193177246998514,7
2023-02-13,campaign_3,a,4.7061408397182625,10
2023-02-13,campaign_10,b,8.883519227354311,8
2023-02-13,campaign_4,b,8.965764295603828,1
2023-02-13,campaign_5,b,3.302750626976988,7
2023-02-13,campaign_6,b,7.239611287453601,3
2023-02-13,campaign_7,b,0.6390409020282749,9
2023-02-13,campaign_8,b,5.308309089699764,8
2023-02-13,campaign_9,b,1.476917030831982,7
2023-01-07,campaign_1,a,4.355951340048609,10
2023-01-07,campaign_2,a,2.2146637676144847,7
2023-01-07,campaign_3,a,1.5330858579621471,8
2023-01-07,campaign_10,b,7.722114130187795,4
2023-01-07,campaign_4,b,5.031280601754268,3
2023-01-07,campaign_5,b,7.679112703922904,7
2023-01-07,campaign_6,b,0.4565550096233979,2
2023-01-07,campaign_7,b,8.987439486059538,10
2023-01-07,campaign_8,b,1.655102091125025,9
2023-01-07,campaign_9,b,9.97947084815638,10
2023-01-14,campaign_1,a,0.4583259143378482,6
2023-01-14,campaign_2,a,4.9406571030135105,4
2023-01-14,campaign_3,a,2.413358419267502,5
2023-01-14,campaign_10,b,9.639941128268076,4
2023-01-14,campaign_4,b,6.286505514750905,6
2023-01-14,campaign_5,b,1.7495595174564063,7
2023-01-14,campaign_6,b,9.75879356813657,8
2023-01-14,campaign_7,b,1.2121362051222546,3
2023-01-14,campaign_8,b,8.041104709087229,2
2023-01-14,campaign_9,b,9.30314724724936,6
2023-02-26,campaign_1,a,9.562521741130803,1
2023-02-26,campaign_2,a,8.118539785287004,6
2023-02-26,campaign_3,a,7.974078211950097,6
2023-02-26,campaign_10,b,6.967656942750407,6
2023-02-26,campaign_4,b,2.4723058989571713,3
2023-02-26,campaign_5,b,8.762530127772546,9
2023-02-26,campaign_6,b,2.7413489744257604,8
2023-02-26,campaign_7,b,4.575579675496592,5
2023-02-26,campaign_8,b,4.231582029511051,9
2023-02-26,campaign_9,b,2.9328612786253476,6
2023-01-16,campaign_1,a,6.971512623090639,7
2023-01-16,campaign_2,a,6.023009263368708,1
2023-01-16,campaign_3,a,9.50234595306591,6
2023-01-16,campaign_10,b,3.1855537305254122,1
2023-01-16,campaign_4,b,5.851104756451089,8
2023-01-16,campaign_5,b,0.22850725151934612,2
2023-01-16,campaign_6,b,6.629701231522752,6
2023-01-16,campaign_7,b,7.658643072027728,6
2023-01-16,campaign_8,b,1.195721375316569,5
2023-01-16,campaign_9,b,6.03978688342025,1
2023-01-25,campaign_1,a,3.1013464351255826,10
2023-01-25,campaign_2,a,0.4592991206518726,5
2023-01-25,campaign_3,a,0.21435509784662726,1
2023-01-25,campaign_10,b,4.674116500102615,1
2023-01-25,campaign_4,b,7.24387444640163,5
2023-01-25,campaign_5,b,4.173552740208256,4
2023-01-25,campaign_6,b,3.435423613068476,3
2023-01-25,campaign_7,b,1.4530824913173295,9
2023-01-25,campaign_8,b,2.8703611836515743,4
2023-01-25,campaign_9,b,5.629452585831014,9
2023-01-10,campaign_1,a,0.6085939533749447,3
2023-01-10,campaign_2,a,9.774552380466316,5
2023-01-10,campaign_3,a,0.5760020214819639,4
2023-01-10,campaign_10,b,1.0655451104655584,2
2023-01-10,campaign_4,b,9.2929144903517,1
2023-01-10,campaign_5,b,4.4931297596078075,2
2023-01-10,campaign_6,b,4.218228599197884,4
2023-01-10,campaign_7,b,1.2521429685610221,4
2023-01-10,campaign_8,b,7.40237067845472,7
2023-01-10,campaign_9,b,1.110742340461971,7
2023-01-03,campaign_1,a,1.4861311089978775,8
2023-01-03,campaign_2,a,2.1447031600995734,6
2023-01-03,campaign_3,a,8.837157079645348,1
2023-01-03,campaign_10,b,3.671628233808291,6
2023-01-03,campaign_4,b,7.261339629626321,9
2023-01-03,campaign_5,b,3.66159395117307,4
2023-01-03,campaign_6,b,0.8617033288514403,3
2023-01-03,campaign_7,b,7.2962770008750235,1
2023-01-03,campaign_8,b,7.391889349577894,3
2023-01-03,campaign_9,b,7.746503046761111,10
2023-01-08,campaign_1,a,4.434257911346148,5
2023-01-08,campaign_2,a,8.373055490729852,8
2023-01-08,campaign_3,a,5.108211636331612,10
2023-01-08,campaign_10,b,3.2821412396998038,1
2023-01-08,campaign_4,b,7.273825423568478,5
2023-01-08,campaign_5,b,8.623941624968628,5
